"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations","ParentWord","ParentPinyin","Zhuyin"
"開","kāi","","1","to open","to start, to turn on, to boil, to write out (a prescription, check, invoice etc), to operate (a vehicle), carat (gold), abbr. for Kelvin, 開爾文|开尔文[Kai1 er3 wen2], abbr. for 開本|开本[kai1 ben3], book format","開車","kāichē","ㄎㄞ　ㄔㄜ"
"開車","kāichē","","1","to drive a car","","","","ㄎㄞ　ㄔㄜ"
"錢","qián","","1","coin","money, unit of weight, one tenth of a tael 兩|两[liang3], surname Qian, CL:筆|笔[bi3]","","","ㄑㄧㄢˊ"
"多","duō","","1","many","much, often, a lot of, numerous, more, in excess, how (to what extent), multi-, Taiwan pr. [duo2] when it means ""how""","多少","duōshǎo","ㄉㄨㄛ　ㄕㄠˇ"
"少","shǎo","","1","few","less, to lack, to be missing, to stop (doing sth), seldom, young","多少","duōshǎo","ㄉㄨㄛ　ㄕㄠˇ"
"多少","duōshǎo","","1","number","amount, somewhat, how much, how many, which (number), as much as","","","ㄉㄨㄛ　ㄕㄠˇ"
"給","gěi","","1","to","for, for the benefit of, to give, to allow, to do sth (for sb), (grammatical equivalent of 被), (grammatical equivalent of 把), (sentence intensifier), to supply, to provide","","","ㄍㄟˇ"
"貴","guì","","1","expensive","noble, precious, (honorific) your","","","ㄍㄨㄟˋ"
"便","biàn","","1","plain","informal, suitable, convenient, opportune, to urinate or defecate, equivalent to 就[jiu4]: then, in that case, even if, soon afterwards, see 便宜|便宜[pian2 yi5]","便宜","piányi","ㄆㄧㄢˊ　˙ㄧ"
"宜","yí","","1","proper","should, suitable, appropriate, surname Yi","便宜","piányi","ㄆㄧㄢˊ　˙ㄧ"
"便宜","piányi","","1","convenient","cheap, inexpensive, small advantages, to let sb off lightly","","","ㄆㄧㄢˊ　˙ㄧ"
"小","xiǎo","","1","small","tiny, few, young","","","ㄒㄧㄠˇ"
"難","nán","","1","difficult (to...)","problem, difficulty, difficult, not good, disaster, distress, to scold","","","ㄋㄢˊ"
"容","róng","","1","to hold","to contain, to allow, to tolerate, appearance, look, countenance, surname Rong","容易","róngyì","ㄖㄨㄥˊ　ㄧˋ"
"易","yì","","1","easy","amiable, to change, to exchange, surname Yi, abbr. for 易經|易经[Yi4 jing1], the Book of Changes","容易","róngyì","ㄖㄨㄥˊ　ㄧˋ"
"容易","róngyì","","1","easy","likely, liable (to)","","","ㄖㄨㄥˊ　ㄧˋ"
"有","yǒu","","1","to have","there is, there are, to exist, to be","","","ㄧㄡˇ"
"想","xiǎng","","1","to think","to believe, to suppose, to wish, to want, to miss (feel wistful about the absence of sb or sth)","","","ㄒㄧㄤˇ"
"幾","jǐ","","1","almost","how much, how many, several, a few","","","ㄐㄧˇ"
"塊","kuài","","1","lump (of earth)","chunk, piece, classifier for pieces of cloth, cake, soap etc, (coll.) classifier for money and currency units","","","ㄎㄨㄞˋ"
"飯","fàn","","1","food","cuisine, cooked rice, meal, CL:碗[wan3],頓|顿[dun4]","","","ㄈㄢˋ"
"吃","chī","","1","variant of 吃[chi1]","","","","ㄔ"
"也","yě","","1","also","too, (in Classical Chinese) final particle implying affirmation, surname Ye","","","ㄧㄝˇ"
"沒","méi","","1","(negative prefix for verbs)","have not, not, drowned, to end, to die, to inundate","","","ㄇㄟˊ"
"都","dōu","","1","all","both, entirely, (used for emphasis) even, already, (not) at all, capital city, metropolis, surname Du","","","ㄉㄡ"
"只","zhǐ","","1","classifier for birds and certain animals, one of a pair, some utensils, vessels etc","","","","ㄓˇ"
"可是","kěshì","","1","but","however, (used for emphasis) indeed","","","ㄎㄜˇ　ㄕˋ"
"還","huán","","1","still","still in progress, still more, yet, even more, in addition, fairly, passably (good), as early as, even, also, else, to pay back, to return, surname Huan","還是","háishì","ㄏㄞˊ　ㄕˋ"
"還是","háishì","","1","or","still, nevertheless, had better","","","ㄏㄞˊ　ㄕˋ"
"了","le","","1","(of eyes) bright","clear-sighted, to understand clearly, to watch from a height or distance, to survey, unofficial variant of 瞭[liao4]","","","˙ㄌㄜ"
"過","guò","","1","to cross","to go over, to pass (time), to celebrate (a holiday), to live, to get along, excessively, too-, (experienced action marker), surname Guo","","","ㄍㄨㄛˋ"
"男","nán","","2","male","Baron, lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4], CL:個|个[ge4]","","","ㄋㄢˊ"
"女","nǚ","","2","female","woman, daughter, archaic variant of 汝[ru3]","","","ㄋㄩˇ"
"孩","hái","","2","child","","孩子","háizi","ㄏㄞˊ　˙ㄗ"
"子","zǐ","zi","2","son","child, seed, egg, small thing, 1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the Rat, Viscount, fourth of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4], ancient Chinese compass point: 0° (north), (noun suffix)","孩子","háizi","ㄏㄞˊ　˙ㄗ"
"孩子","háizi","","2","child","","","","ㄏㄞˊ　˙ㄗ"
"姐","jiě","","2","older sister","","小姐","xiǎojiě","ㄒㄧㄠˇ　ㄐㄧㄝˇ"
"小姐","xiǎojiě","","2","young lady","miss, (slang) prostitute, CL:個|个[ge4],位[wei4]","","","ㄒㄧㄠˇ　ㄐㄧㄝˇ"
"先","xiān","","2","early","prior, former, in advance, first","先生","xiānshēng","ㄒㄧㄢ　ㄕㄥ"
"先生","xiānshēng","","2","Mister (Mr.)","teacher, husband, doctor (dialect), CL:位[wei4]","","","ㄒㄧㄢ　ㄕㄥ"
"太","tài","","2","highest","greatest, too (much), very, extremely","太太","tàitai","ㄊㄞˋ　˙ㄊㄞ"
"太太","tàitai","","2","married woman","Mrs., Madam, wife, CL:個|个[ge4],位[wei4]","","","ㄊㄞˋ　˙ㄊㄞ"
"兒","ér","r","2","child","son, non-syllabic diminutive suffix, retroflex final","女兒","nǚér","ㄋㄩˇ　ㄦˊ"
"女兒","nǚér","","2","daughter","","","","ㄋㄩˇ　ㄦˊ"
"兒子","érzi","","2","son","","","","ㄦˊ　˙ㄗ"
"大家","dàjiā","","2","everyone","influential family, great expert","","","ㄉㄚˋ　ㄐㄧㄚ"
"路","lù","","2","road","journey, route, line (bus etc), sort, kind, surname Lu, CL:條|条[tiao2]","","","ㄌㄨˋ"
"手","shǒu","","2","hand","(formal) to hold, person engaged in certain types of work, person skilled in certain types of work, personal(ly), convenient, classifier for skill, CL:雙|双[shuang1],隻|只[zhi1]","手機","shǒujī","ㄕㄡˇㄐㄧ"
"機","jī","","2","machine","engine, opportunity, intention, aircraft, pivot, crucial point, flexible (quick-witted), organic, surname Ji, CL:臺|台[tai2]","手機","shǒujī","ㄕㄡˇㄐㄧ"
"手機","shǒujī","","2","cell phone","mobile phone, CL:部[bu4],支[zhi1]","","","ㄕㄡˇㄐㄧ"
"號","hào","","2","roar","cry, ordinal number, day of a month, mark, sign, business establishment, size, ship suffix, horn (wind instrument), bugle call, assumed name, to take a pulse, classifier used to indicate number of people, CL:個|个[ge4]","號碼","hàomǎ","ㄏㄠˋ　ㄇㄚˇ"
"碼","mǎ","","2","weight","number, code, to pile, to stack, classifier for length or distance (yard), happenings etc","號碼","hàomǎ","ㄏㄠˋ　ㄇㄚˇ"
"號碼","hàomǎ","","2","number","CL:堆[dui1],個|个[ge4]","","","ㄏㄠˋ　ㄇㄚˇ"
"明年","míngnián","","2","next year","","","","ㄇㄧㄥˊ　ㄋㄧㄢˊ"
"去年","qùnián","","2","last year","","","","ㄑㄩˋ　ㄋㄧㄢˊ"
"生日","shēngrì","","2","birthday","CL:個|个[ge4]","","","ㄕㄥ　ㄖˋ"
"月","yuè","","2","moon","month, monthly, CL:個|个[ge4],輪|轮[lun2]","","","ㄩㄝˋ"
"星","xīng","","2","star","heavenly body, satellite, small amount","星期","xīngqí","ㄒㄧㄥ　ㄑㄧˊ"
"期","qí","","2","period","cycle, a period of time, phase, stage, classifier for issues of a periodical, courses of study, time, term, period, to hope, Taiwan pr. [qi2], variant of 期[qi1]","星期","xīngqí","ㄒㄧㄥ　ㄑㄧˊ"
"星期","xīngqí","","2","week","day of the week, Sunday, CL:個|个[ge4]","","","ㄒㄧㄥ　ㄑㄧˊ"
"星期天","xīngqítiān","","2","Sunday","CL:個|个[ge4]","","","ㄒㄧㄥ　ㄑㄧˊ　ㄊㄧㄢ/ㄒㄧㄥ　ㄑㄧˊ　ㄖˋ"
"週","zhōu","","2","week","weekly, variant of 周[zhou1]","週末","zhōumò","ㄓㄡ　ㄇㄛˋ"
"末","mò","","2","tip","end, final stage, latter part, inessential detail, powder, dust, opera role of old man","週末","zhōumò","ㄓㄡ　ㄇㄛˋ"
"週末","zhōumò","","2","weekend","","","","ㄓㄡ　ㄇㄛˋ"
"從","cóng","","2","from","through, via, to follow, to obey, to engage in (an activity), never (in negative sentence), (Taiwan pr. [zong4]) retainer, assistant, auxiliary, subordinate, related by common paternal grandfather or earlier ancestor, surname Cong","","","ㄘㄨㄥˊ"
"笑","xiào","","2","laugh","smile, old variant of 笑[xiao4], CL:個|个[ge4]","","","ㄒㄧㄠˋ"
"愛","ài","","2","to love","to be fond of, to like, affection, to be inclined (to do sth), to tend to (happen)","","","ㄞˋ"
"好看","hǎokàn","","2","good-looking","nice-looking, good (of a movie, book, TV show etc), embarrassed, humiliated","","","ㄏㄠˇ　ㄎㄢˋ"
"快","kuài","","2","rapid","quick, speed, rate, soon, almost, to make haste, clever, sharp (of knives or wits), forthright, plainspoken, gratified, pleased, pleasant","快樂","kuàilè","ㄎㄨㄞˋ　ㄌㄜˋ"
"樂","lè","","2","happy","cheerful, to laugh, music, surname Le, surname Yue","快樂","kuàilè","ㄎㄨㄞˋ　ㄌㄜˋ"
"快樂","kuàilè","","2","happy","merry","","","ㄎㄨㄞˋ　ㄌㄜˋ"
"非","fēi","","2","to not be","not, wrong, incorrect, non-, un-, in-, to reproach or blame, (colloquial) to insist on, simply must, abbr. for 非洲[Fei1 zhou1], Africa","非常","fēicháng","ㄈㄟ　ㄔㄤˊ"
"常","cháng","","2","always","ever, often, frequently, common, general, constant, surname Chang","非常","fēicháng","ㄈㄟ　ㄔㄤˊ"
"非常","fēicháng","","2","very","very much, unusual, extraordinary","","","ㄈㄟ　ㄔㄤˊ"
"工","gōng","","2","work","worker, skill, profession, trade, craft, labor","工作","gōngzuò","ㄍㄨㄥ　ㄗㄨㄛˋ"
"作","zuò","","2","worker","workshop, (slang) troublesome, high-maintenance (person), to do, to grow, to write or compose, to pretend, to regard as, to feel, writings or works","工作","gōngzuò","ㄍㄨㄥ　ㄗㄨㄛˋ"
"工作","gōngzuò","","2","to work","(of a machine) to operate, job, work, task, CL:個|个[ge4],份[fen4],項|项[xiang4]","","","ㄍㄨㄥ　ㄗㄨㄛˋ"
"醫","yī","","2","medical","medicine, doctor, to cure, to treat","醫生","yīshēng","ㄧ　ㄕㄥ"
"醫生","yīshēng","","2","doctor","CL:個|个[ge4],位[wei4],名[ming2]","","","ㄧ　ㄕㄥ"
"院","yuàn","","2","courtyard","institution, CL:個|个[ge4]","醫院","yīyuàn","ㄧ　ㄩㄢˋ"
"醫院","yīyuàn","","2","hospital","CL:所[suo3],家[jia1],座[zuo4]","","","ㄧ　ㄩㄢˋ"
"司","sī","","2","to take charge of","to manage, department (under a ministry), surname Si","公司","gōngsī","ㄍㄨㄥ　ㄙ"
"公司","gōngsī","","2","(business) company","company, firm, corporation, incorporated, CL:家[jia1]","","","ㄍㄨㄥ　ㄙ"
"賣","mài","","2","to sell","to betray, to spare no effort, to show off or flaunt","","","ㄇㄞˋ"
"準","zhǔn","","2","accurate","standard, definitely, certainly, about to become (bride, son-in-law etc), quasi-, para-","準備","zhǔnbèi","ㄓㄨㄣˇ　ㄅㄟˋ"
"備","bèi","","2","to prepare","get ready, to provide or equip","準備","zhǔnbèi","ㄓㄨㄣˇ　ㄅㄟˋ"
"準備","zhǔnbèi","","2","preparation","to prepare, to intend, to be about to, reserve (fund)","","","ㄓㄨㄣˇ　ㄅㄟˋ"
"一點","yīdiǎn","","2","a bit","a little, one dot, one point","","","""ㄧ　ㄉㄧㄢˇ/ㄧ　ㄉㄧㄢˇ ㄦ"""
"些","xiē","","2","some","few, several, measure word indicating a small amount or small number (greater than 1)","一些","yīxiē","ㄧ　ㄒㄧㄝ"
"一些","yīxiē","","2","some","a few, a little, (following an adjective) slightly ...er","","","ㄧ　ㄒㄧㄝ"
"張","zhāng","","2","to open up","to spread, sheet of paper, classifier for flat objects, sheet, classifier for votes, surname Zhang","","","ㄓㄤ"
"中學","zhōngxué","","2","middle school","CL:個|个[ge4]","","","ㄓㄨㄥ　ㄒㄩㄝˊ"
"級","jí","","2","level","grade, rank, step (of stairs), classifier: step, level, CL:個|个[ge4]","年級","niánjí","ㄋㄧㄢˊ　ㄐㄧˊ"
"年級","niánjí","","2","grade","year (in school, college etc), CL:個|个[ge4]","","","ㄋㄧㄢˊ　ㄐㄧˊ"
"英","yīng","","2","United Kingdom","British, England, English, hero, outstanding, excellent, (literary) flower, blossom, abbr. for 英國|英国[Ying1 guo2]","英文","yīngwén","ㄧㄥ　ㄨㄣˊ"
"文","wén","","2","language","culture, writing, formal, literary, gentle, (old) classifier for coins, Kangxi radical 67, surname Wen","英文","yīngwén","ㄧㄥ　ㄨㄣˊ"
"英文","yīngwén","","2","English (language)","","","","ㄧㄥ　ㄨㄣˊ"
"紙","zhǐ","","2","paper","classifier for documents, letter etc, CL:張|张[zhang1],沓[da2]","","","ㄓˇ"
"題","tí","","2","topic","problem for discussion, exam question, subject, to inscribe, to mention, surname Ti, CL:個|个[ge4],道[dao4]","問題","wèntí","ㄨㄣˋ　ㄊㄧˊ"
"問題","wèntí","","2","question","problem, issue, topic, CL:個|个[ge4]","","","ㄨㄣˋ　ㄊㄧˊ"
"意","yì","","2","Italy","Italian, idea, meaning, thought, to think, wish, desire, intention, to expect, to anticipate, abbr. for 意大利[Yi4 da4 li4]","意思","yìsi","ㄧˋ　˙ㄙ"
"思","sī","","2","to think","to consider","意思","yìsi","ㄧˋ　˙ㄙ"
"意思","yìsi","","2","idea","opinion, meaning, wish, desire, interest, fun, token of appreciation, affection etc, to give as a small token, to do sth as a gesture of goodwill etc, CL:個|个[ge4]","","","ㄧˋ　˙ㄙ"
"圖","tú","","2","diagram","picture, drawing, chart, map, to plan, to scheme, to attempt, to pursue, to seek, CL:張|张[zhang1]","圖書館","túshūguǎn","ㄊㄨˊ　ㄕㄨ　ㄍㄨㄢˇ"
"館","guǎn","","2","building","shop, term for certain service establishments, embassy or consulate, schoolroom (old), CL:家[jia1]","圖書館","túshūguǎn","ㄊㄨˊ　ㄕㄨ　ㄍㄨㄢˇ"
"圖書館","túshūguǎn","","2","library","CL:家[jia1],個|个[ge4]","","","ㄊㄨˊ　ㄕㄨ　ㄍㄨㄢˇ"
"數","shù","","2","to count","to count as, to regard as, to enumerate (sb's shortcomings), number, figure, several, frequently, repeatedly, CL:個|个[ge4]","數學","shùxué","ㄕㄨˋ　ㄒㄩㄝˊ"
"數學","shùxué","","2","mathematics","mathematical","","","ㄕㄨˋ　ㄒㄩㄝˊ"
"歷","lì","","2","to experience","to undergo, to pass through, all, each, every, history","歷史","lìshǐ","ㄌㄧˋ　ㄕˇ"
"史","shǐ","","2","history","annals, title of an official historian in ancient China, surname Shi","歷史","lìshǐ","ㄌㄧˋ　ㄕˇ"
"歷史","lìshǐ","","2","history","CL:門|门[men2],段[duan4]","","","ㄌㄧˋ　ㄕˇ"
"餐","cān","","2","meal","to eat, classifier for meals","餐廳","cāntīng","ㄘㄢ　ㄊㄧㄥ/ㄈㄢˋ　ㄍㄨㄢˇ"
"廳","tīng","","2","(reception) hall","living room, office, provincial government department","餐廳","cāntīng","ㄘㄢ　ㄊㄧㄥ/ㄈㄢˋ　ㄍㄨㄢˇ"
"餐廳","cāntīng","","2","dining hall","dining room, restaurant, CL:間|间[jian1],家[jia1]","","","ㄘㄢ　ㄊㄧㄥ/ㄈㄢˋ　ㄍㄨㄢˇ"
"學習","xuéxí","","2","to learn","to study","","","ㄒㄩㄝˊ　ㄒㄧˊ"
"參","sān","cān shēn","2","three (banker's anti-fraud numeral)","to take part in, to participate, to join, to attend, to counsel, unequal, varied, irregular, uneven, not uniform, ginseng, one of the 28 constellations, abbr. for 參議院|参议院 Senate, Upper House","參加","cānjiā","ㄘㄢ　ㄐㄧㄚ"
"加","jiā","","2","to add","plus, (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned), to apply (restrictions etc) to (sb), to give (support, consideration etc) to (sth), abbr. for Canada 加拿大[Jia1 na2 da4], surname Jia","參加","cānjiā","ㄘㄢ　ㄐㄧㄚ"
"參加","cānjiā","","2","to participate","to take part, to join","","","ㄘㄢ　ㄐㄧㄚ"
"畫","huà","","2","to draw","picture, painting, classifier for paintings etc, CL:幅[fu2],張|张[zhang1], variant of 劃|划[hua4]","","","ㄏㄨㄚˋ"
"讀","dú","","2","comma","phrase marked by pause, to read, to study, reading of word (i.e. pronunciation), similar to 拼音[pin1 yin1]","","","ㄉㄨˊ"
"會","huì","","2","can","to be possible, to be able to, will, to be likely to, to be sure to, to assemble, to meet, to gather, to see, union, group, association, a moment (Taiwan pr. for this sense is [hui3]), to balance an account, accountancy, accounting, CL:個|个[ge4]","","","ㄏㄨㄟˋ"
"趣","qù","","2","interesting","to interest","有趣","yǒuqù","ㄧㄡˇ　ㄑㄩˋ"
"有趣","yǒuqù","","2","interesting","fascinating, amusing","","","ㄧㄡˇ　ㄑㄩˋ"
"為","wéi","","2","as (in the capacity of)","to take sth as, to act as, to serve as, to behave as, to become, to be, to do, by (in the passive voice), because of, for, to","為什麼","wèishénme","ㄨㄟˋ　ㄕㄣˊ　˙ㄇㄜ"
"為什麼","wèishénme","","2","why?","for what reason?","","","ㄨㄟˋ　ㄕㄣˊ　˙ㄇㄜ"
"下課","xiàkè","","2","to finish class","to get out of class","","","ㄒㄧㄚˋ　ㄎㄜˋ"
